date;exchange_rate_fix
09/01/2015;15024
08/01/2015;14989
07/01/2015;15122
06/01/2015;15072
05/01/2015;15112
02/01/2015;15035
01/01/2015;14976
31/12/2014;14971
30/12/2014;15122
29/12/2014;15122
26/12/2014;15180
25/12/2014;15233
24/12/2014;15200
23/12/2014;15142
22/12/2014;15257
19/12/2014;15304
18/12/2014;15480
17/12/2014;15657
16/12/2014;15878
15/12/2014;15845
12/12/2014;15571
11/12/2014;15362
10/12/2014;15403
09/12/2014;15306
08/12/2014;15254
05/12/2014;15095
04/12/2014;15226
03/12/2014;15184
02/12/2014;15186
01/12/2014;15298
28/11/2014;15241
27/11/2014;15155
26/11/2014;15270
25/11/2014;15218
24/11/2014;15107
